!def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(PROTO),
def(FEAT_MBYTE),
def(_WIN32),
def(WIN32),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_GUI_W32),
True,
def(LESSTIF_VERSION),
def(DEBUG),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
