(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(DEBUG),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(EBCDIC),
!def(RISCOS),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_MBYTE),
!def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
True,
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_DND),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
!def(FEAT_BEVAL),
(!def(FEAT_BEVAL)&def(NOIME)),
!def(NO_CONSOLE),
!def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)),
!def(FEAT_GUI_W32),
