def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
True,
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
