def(FEAT_PROFILE),
def(WSDEBUG),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(__MINT__),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_GUI_W32),
True,
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
