def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI),
True,
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(FEAT_PROFILE),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
