def(JUMPLIST_ROTATE),
!def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
!def(PROTO),
!def(RISCOS),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(RISCOS),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(LESSTIF_VERSION),
True,
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(PROTO),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
