def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TOOLBAR),
def(_WIN32),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(MAIN),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_TERMTRUECOLOR),
True,
def(WSDEBUG),
def(PROTO),
def(FEAT_MBYTE),
def(INET_SOCKETS),
