def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
!def(PROTO),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_BEVAL),
