!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(_WIN32),
def(WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_MBYTE),
def(MAIN),
True,
def(DEBUG),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
