(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(DEBUG),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(WIN32),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(__MINT__),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(MAIN),
def(FEAT_BEVAL),
True,
