def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_FKMAP),
def(WSDEBUG),
def(INET_SOCKETS),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
True,
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(PROTO),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
