def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WIN32),
!def(FEAT_PROFILE),
!def(UNIX),
def(FEAT_BEVAL_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(FEAT_PROFILE),
def(MAIN),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(__MINT__),
def(UNIX),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
