def(WSDEBUG_TRACE),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(FEAT_GUI_W32),
!def(RISCOS),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
True,
def(EBCDIC),
!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_SENSE),
def(RISCOS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(EBCDIC),
