def(MCH_WRITE_DUMP),
True,
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
!def(RISCOS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(RISCOS),
