def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(MAIN),
True,
!def(FEAT_GUI_GTK),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(_WIN32),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WIN32),
