!def(INET_SOCKETS),
!def(NO_CONSOLE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(PROTO),
def(NBDEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
