def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(PROTO),
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(DEBUG),
True,
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(RISCOS),
def(INET_SOCKETS),
!def(RISCOS),
def(FEAT_GUI),
