def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(PROTO),
True,
def(WSDEBUG),
!def(NO_CONSOLE),
