(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(FEAT_GUI_MOTIF),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(NBDEBUG),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(FEAT_BEVAL),
True,
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(EBCDIC),
def(FEAT_GUI_MOTIF),
def(FEAT_GUI_GTK),
!def(RISCOS),
def(FEAT_MBYTE),
def(WIN64),
!def(FEAT_GUI_W32),
!def(WIN64),
def(FEAT_GUI),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
!def(EBCDIC),
