def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(NBDEBUG),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
True,
