!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
True,
def(FEAT_TERMRESPONSE),
