(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(FEAT_MBYTE),
def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(PROTO),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
def(_WIN32),
def(MAIN),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(WIN32),
