def(FEAT_FKMAP),
def(PROTO),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_GUI),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(__BORLANDC__),
