!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
True,
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(PROTO),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(__BORLANDC__),
