def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
True,
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
