def(FEAT_RIGHTLEFT),
def(DEBUG),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
True,
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(_WIN32),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_FKMAP),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(FEAT_GUI),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
