(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_FKMAP),
def(__MINT__),
!def(UNIX),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(DEBUG),
def(MAIN),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(UNIX),
def(PROTO),
