def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(PROTO),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(__BORLANDC__),
