def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(PROTO),
def(PROTO),
True,
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
