!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(WIN32),
def(_WIN32),
def(PROTO),
!def(FEAT_BEVAL_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
def(__MINT__),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
def(MAIN),
def(NBDEBUG),
def(FEAT_PROFILE),
