!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG),
!def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
True,
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(RISCOS),
def(FEAT_FKMAP),
!def(RISCOS),
def(FEAT_GUI),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
