def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WIN32),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(__MINT__),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(DEBUG),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
