def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(PROTO),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
True,
def(FEAT_BEVAL),
def(FEAT_GUI),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(MAIN),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
