def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
True,
def(DEBUG),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(PROTO),
