def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(_WIN32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(MAIN),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(INET_SOCKETS),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(WIN32),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(__MINT__),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
