def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
True,
!def(INET_SOCKETS),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WSDEBUG),
