def(FEAT_GUI),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
True,
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(FEAT_MBYTE),
!def(FEAT_BEVAL),
