def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_MBYTE),
