def(FEAT_RIGHTLEFT),
def(PROTO),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(RISCOS),
def(FEAT_GUI),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(FEAT_MBYTE),
def(RISCOS),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
True,
def(WSDEBUG),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
