def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
True,
