def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(PROTO),
def(FEAT_GUI_GTK),
True,
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
