def(FEAT_BEVAL),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(WIN32),
def(__MINT__),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MAIN),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(DEBUG),
def(_WIN32),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
