!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(PROTO),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(WIN32),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_GUI_W32),
True,
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
