!def(INET_SOCKETS),
def(FEAT_GUI),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(_WIN32),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(MAIN),
