def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(NO_CONSOLE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_CLIPBOARD),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(PROTO),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
