def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(MAIN),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
True,
def(DEBUG),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(LESSTIF_VERSION),
