def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
True,
def(_WIN32),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(WIN32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(PROTO),
def(MAIN),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
!def(FEAT_GUI_W32),
