def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_GUI),
def(NBDEBUG),
!def(INET_SOCKETS),
def(PROTO),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
