def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
True,
!def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG),
def(MAIN),
