def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(NBDEBUG),
True,
def(FEAT_BEVAL),
!def(PROTO),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
