def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(WIN32),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(_WIN32),
def(FEAT_MBYTE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
!def(INET_SOCKETS),
def(UNIX),
def(FEAT_FLOAT),
True,
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(MAIN),
def(__MINT__),
!def(UNIX),
