!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG_SENSE),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
True,
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
