def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(DEBUG),
True,
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(__BORLANDC__),
