def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(PROTO),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(MAIN),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(NBDEBUG),
True,
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
