def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(PROTO),
True,
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(__BORLANDC__),
def(FEAT_BEVAL),
