def(FEAT_BEVAL_GUI),
def(NBDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(DEBUG),
def(MAIN),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(WIN32),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(PROTO),
def(__MINT__),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
