def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_EMACS_TAGS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_EMACS_TAGS),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
True,
