def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
True,
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
!def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_GUI),
def(WSDEBUG),
