!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(DEBUG),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_GUI_W32),
