def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(DEBUG),
True,
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WSDEBUG),
def(LESSTIF_VERSION),
