def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(DEBUG),
True,
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
