def(MAIN),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(PROTO),
def(__MINT__),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(_WIN32),
True,
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
