!def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
True,
def(__MINT__),
def(INET_SOCKETS),
def(FEAT_GUI),
