def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_BEVAL),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
True,
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
